organization_id,header#fiscal_year_end_date,State,Zip,County,Paid Attendance In Person,Free Attendance In Person,Total Attendance In Person,COMPLETED_FY,BUDGETSIZE,DISCIPLINE
2782,12/31/2015 0:00,CA,94103-2905,San Francisco,1175,7700,8875,2015,3.00,5.00
3612,8/31/2014 0:00,CA,94102-5207,San Francisco,1499,7500,8999,2014,4.00,3.00
3974,12/31/2014 0:00,CA,94110-3326,San Francisco,6000,3000,9000,2014,2.00,5.00
2985,12/31/2014 0:00,CA,94110-1810,San Francisco,7588,1609,9197,2014,4.00,4.00
3320,6/30/2015 0:00,CA,94108-3623,San Francisco,8350,850,9200,2015,2.00,1.00
3425,12/31/2015 0:00,CA,94110-5703,San Francisco,6518,3000,9518,2015,3.00,5.00
3965,3/31/2016 0:00,CA,94122-5237,San Francisco,5020,4500,9520,2016,2.00,5.00
16315,5/31/2015 0:00,CA,94118-1914,San Francisco,1861,7721,9582,2015,2.00,5.00
3017,12/31/2015 0:00,CA,94103-2817,San Francisco,7500,2100,9600,2015,3.00,3.00
7392,12/31/2015 0:00,CA,94110-5331,San Francisco,1900,7700,9600,2015,2.00,5.00
3435,12/31/2014 0:00,CA,94109-2909,San Francisco,8275,1400,9675,2014,3.00,4.00
8000,12/31/2013 0:00,CA,94103-3916,San Francisco,3000,6692,9692,2013,3.00,1.00
5137,9/30/2013 0:00,CA,94102-4509,San Francisco,3700,6000,9700,2013,4.00,5.00
1794,6/30/2015 0:00,CA,94103-4980,San Francisco,2430,7342,9772,2015,2.00,2.00
4157,6/30/2015 0:00,CA,94104-4448,San Francisco,7804,2000,9804,2015,2.00,5.00
3931,6/30/2015 0:00,CA,94119-1564,San Francisco,1521,8450,9971,2015,3.00,5.00
1705,12/31/2013 0:00,CA,94110-1472,San Francisco,1000,9000,10000,2013,4.00,1.00
10584,6/30/2015 0:00,CA,94114-2512,San Francisco,0,10000,10000,2015,1.00,2.00
12469,12/31/2014 0:00,CA,94123-1284,San Francisco,0,10000,10000,2014,3.00,4.00
1713,6/30/2015 0:00,CA,94129-1406,San Francisco,2020,8020,10040,2015,3.00,5.00
2380,6/30/2015 0:00,CA,94103-5133,San Francisco,1029,9107,10136,2015,3.00,4.00
3888,6/30/2015 0:00,CA,94117-2909,San Francisco,7300,3000,10300,2015,2.00,5.00
10170,12/31/2014 0:00,CA,94115-4164,San Francisco,500,9850,10350,2014,3.00,1.00
2802,12/31/2014 0:00,CA,94110-2609,San Francisco,2754,7609,10363,2014,2.00,5.00
3759,6/30/2015 0:00,CA,94110-4133,San Francisco,8748,1832,10580,2015,3.00,4.00
3178,12/31/2015 0:00,CA,94123-1382,San Francisco,1826,9098,10924,2015,2.00,5.00
14168,12/31/2014 0:00,CA,94110-4132,San Francisco,4973,6007,10980,2014,3.00,2.00
3678,8/31/2015 0:00,CA,94123-1380,San Francisco,8636,2482,11118,2015,4.00,5.00
4065,6/30/2014 0:00,CA,94102-3200,San Francisco,9851,1293,11144,2014,3.00,5.00
1829,12/31/2013 0:00,CA,94107-3168,San Francisco,10094,1200,11294,2013,3.00,5.00
3498,6/30/2015 0:00,CA,94107-2247,San Francisco,0,11376,11376,2015,3.00,2.00
2813,12/31/2015 0:00,CA,94123-1284,San Francisco,5710,5787,11497,2015,3.00,5.00
4019,12/31/2010 0:00,CA,94109-5400,San Francisco,6100,5400,11500,2010,2.00,5.00
2182,11/30/2015 0:00,CA,94124-2688,San Francisco,2681,9260,11941,2015,3.00,5.00
3391,6/30/2014 0:00,CA,94110-1737,San Francisco,0,12000,12000,2014,4.00,3.00
17904,12/31/2013 0:00,CA,94118-3260,San Francisco,294,11720,12014,2013,2.00,2.00
3092,8/31/2015 0:00,CA,94102-5975,San Francisco,10989,1112,12101,2015,4.00,5.00
3592,12/31/2014 0:00,CA,94188-0083,San Francisco,0,12483,12483,2014,1.00,4.00
2645,9/30/2014 0:00,CA,94123-1320,San Francisco,10500,2500,13000,2014,3.00,5.00
18817,12/31/2014 0:00,CA,94104-4003,San Francisco,12000,1000,13000,2014,3.00,6.00
12876,12/31/2015 0:00,CA,94131-1819,San Francisco,11530,1542,13072,2015,2.00,5.00
4086,6/30/2015 0:00,CA,94103-3323,San Francisco,0,13215,13215,2015,3.00,4.00
3567,6/30/2013 0:00,CA,94103-2500,San Francisco,0,13682,13682,2013,2.00,3.00
2881,6/30/2015 0:00,CA,94102-4119,San Francisco,12000,2000,14000,2015,3.00,6.00
4100,8/31/2014 0:00,CA,94115-3304,San Francisco,13688,331,14019,2014,3.00,5.00
2700,6/30/2015 0:00,CA,94104-4711,San Francisco,1780,12900,14680,2015,2.00,2.00
3899,12/31/2008 0:00,CA,94103-2512,San Francisco,12000,3000,15000,2008,2.00,2.00
3479,12/31/2015 0:00,CA,94104-5023,San Francisco,3442,11831,15273,2015,3.00,6.00
3233,6/30/2014 0:00,CA,94110-3803,San Francisco,14677,700,15377,2014,3.00,5.00
3157,12/31/2010 0:00,CA,94116-2136,San Francisco,0,16000,16000,2010,1.00,2.00
2527,12/31/2015 0:00,CA,94107-3112,San Francisco,3573,12427,16000,2015,4.00,4.00
4206,12/31/2014 0:00,CA,94105-4113,San Francisco,14000,2000,16000,2014,3.00,4.00
2499,12/31/2014 0:00,CA,94110-3006,San Francisco,3900,12500,16400,2014,3.00,2.00
4338,6/30/2015 0:00,CA,94124-2365,San Francisco,990,15500,16490,2015,3.00,5.00
3411,6/30/2015 0:00,CA,94131-2011,San Francisco,5510,11200,16710,2015,3.00,2.00
3248,12/31/2014 0:00,CA,94110-1324,San Francisco,13560,3223,16783,2014,4.00,5.00
2637,12/31/2011 0:00,CA,94103-3183,San Francisco,9685,7292,16977,2011,3.00,4.00
4564,12/31/2015 0:00,CA,94127-1423,San Francisco,15000,2000,17000,2015,2.00,4.00
2859,12/31/2010 0:00,CA,94118-1914,San Francisco,16760,770,17530,2010,3.00,2.00
2817,12/31/2014 0:00,CA,94110-2613,San Francisco,810,16810,17620,2014,2.00,5.00
12501,6/30/2015 0:00,CA,94103-2609,San Francisco,16500,2380,18880,2015,2.00,5.00
3073,12/31/2013 0:00,CA,94109-7302,San Francisco,0,19000,19000,2013,2.00,2.00
3259,9/30/2010 0:00,CA,94123-1382,San Francisco,15646,3398,19044,2010,3.00,2.00
2688,6/30/2014 0:00,CA,94118-1904,San Francisco,18580,1066,19646,2014,4.00,5.00
2821,12/31/2014 0:00,CA,94108-1527,San Francisco,8616,11092,19708,2014,3.00,4.00
3165,5/31/2015 0:00,CA,94107-1316,San Francisco,15163,5431,20594,2015,4.00,5.00
2014,6/30/2015 0:00,CA,94102-2708,San Francisco,16717,4000,20717,2015,3.00,5.00
3520,12/31/2015 0:00,CA,94107-3313,San Francisco,25,21000,21025,2015,2.00,5.00
14740,6/30/2013 0:00,CA,94108-2206,San Francisco,15544,5640,21184,2013,3.00,2.00
2003,12/31/2013 0:00,CA,94103-1443,San Francisco,1901,19762,21663,2013,3.00,2.00
3797,8/31/2009 0:00,CA,94103-2647,San Francisco,0,22000,22000,2009,2.00,5.00
2104,6/30/2015 0:00,CA,94103-2813,San Francisco,1350,21550,22900,2015,2.00,2.00
1898,6/30/2015 0:00,CA,94110-2586,San Francisco,9220,13733,22953,2015,4.00,3.00
2519,9/30/2014 0:00,CA,94110-1426,San Francisco,0,23500,23500,2014,7.00,1.00
4023,9/30/2015 0:00,CA,94103-2641,San Francisco,8200,16000,24200,2015,4.00,1.00
2395,6/30/2015 0:00,CA,94104-1842,San Francisco,0,24400,24400,2015,3.00,3.00
2685,6/30/2015 0:00,CA,94118-1904,San Francisco,21067,3440,24507,2015,4.00,5.00
2639,12/31/2014 0:00,CA,94110-1380,San Francisco,14892,10011,24903,2014,4.00,5.00
12903,6/30/2015 0:00,CA,94110-2019,San Francisco,0,25000,25000,2015,2.00,2.00
4257,6/30/2014 0:00,CA,94102-6063,San Francisco,0,25000,25000,2014,6.00,6.00
2827,12/31/2015 0:00,CA,94103-4211,San Francisco,21000,4000,25000,2015,2.00,1.00
12689,12/31/2014 0:00,CA,94103-6816,San Francisco,517,25000,25517,2014,2.00,4.00
17273,12/31/2014 0:00,CA,94102-4122,San Francisco,0,25548,25548,2014,2.00,1.00
1902,6/30/2015 0:00,CA,94110-3908,San Francisco,23217,2455,25672,2015,4.00,2.00
6892,6/30/2015 0:00,CA,94134-7042,San Francisco,800,25000,25800,2015,2.00,2.00
1707,1/31/2012 0:00,CA,94104-5303,San Francisco,21000,5000,26000,2012,3.00,3.00
2009,6/30/2013 0:00,CA,94111-1805,San Francisco,0,26000,26000,2013,2.00,5.00
3923,9/30/2014 0:00,CA,94103-2636,San Francisco,16998,9058,26056,2014,3.00,1.00
3194,7/31/2015 0:00,CA,94103-2473,San Francisco,1000,26000,27000,2015,5.00,3.00
2681,12/31/2015 0:00,CA,94103-5423,San Francisco,0,27490,27490,2015,4.00,5.00
1647,7/31/2015 0:00,CA,94102-1116,San Francisco,23695,3796,27491,2015,4.00,5.00
2975,12/31/2014 0:00,CA,94110-4234,San Francisco,2500,25000,27500,2014,2.00,2.00
1803,6/30/2015 0:00,CA,94102-6011,San Francisco,6173,21575,27748,2015,6.00,3.00
11867,12/31/2014 0:00,CA,94103-1605,San Francisco,440,27384,27824,2014,3.00,4.00
3151,8/31/2014 0:00,CA,94103-4314,San Francisco,16500,11400,27900,2014,4.00,5.00
3407,6/30/2014 0:00,CA,94133-2206,San Francisco,700,28577,29277,2014,6.00,3.00
2364,6/30/2015 0:00,CA,94103-1233,San Francisco,26136,3204,29340,2015,4.00,5.00
4185,6/30/2014 0:00,CA,94115-3604,San Francisco,4040,25402,29442,2014,3.00,4.00
2930,3/31/2014 0:00,CA,94105-4126,San Francisco,23595,5943,29538,2014,3.00,4.00
1682,12/31/2014 0:00,CA,94103-1284,San Francisco,0,30000,30000,2014,2.00,5.00
2671,10/31/2014 0:00,CA,94103-1605,San Francisco,2600,28000,30600,2014,3.00,2.00
1990,6/30/2015 0:00,CA,94110-1600,San Francisco,1605,29835,31440,2015,3.00,5.00
2626,6/30/2015 0:00,CA,94110-4235,San Francisco,30328,1200,31528,2015,4.00,5.00
1690,6/30/2015 0:00,CA,94103-4906,San Francisco,15062,18052,33114,2015,4.00,6.00
1680,6/30/2015 0:00,CA,94102-1719,San Francisco,27450,6700,34150,2015,4.00,5.00
3427,12/31/2014 0:00,CA,94110-2427,San Francisco,29283,4878,34161,2014,4.00,5.00
2595,6/30/2015 0:00,CA,94105-4126,San Francisco,31000,3500,34500,2015,4.00,4.00
3028,10/31/2015 0:00,CA,94115-3208,San Francisco,0,35000,35000,2015,2.00,2.00
3982,8/31/2015 0:00,CA,94117-2755,San Francisco,33965,1558,35523,2015,4.00,3.00
1776,8/31/2015 0:00,CA,94102-6033,San Francisco,16555,19556,36111,2015,4.00,3.00
2866,12/31/2014 0:00,CA,94110-1324,San Francisco,33110,3920,37030,2014,5.00,5.00
3174,12/31/2014 0:00,CA,94110-2780,San Francisco,400,38000,38400,2014,3.00,4.00
2434,12/31/2014 0:00,CA,94103-2636,San Francisco,36000,3000,39000,2014,4.00,1.00
1650,12/31/2014 0:00,CA,94110-2723,San Francisco,350,40000,40350,2014,3.00,5.00
3363,6/30/2015 0:00,CA,94115-3113,San Francisco,42314,1910,44224,2015,4.00,1.00
4216,12/31/2014 0:00,CA,94116-0026,San Francisco,0,45000,45000,2014,2.00,2.00
7043,3/31/2015 0:00,CA,94103-3327,San Francisco,46205,914,47119,2015,3.00,5.00
1737,12/31/2014 0:00,CA,94108-2401,San Francisco,0,50000,50000,2014,2.00,2.00
3933,12/31/2014 0:00,CA,94114-0405,San Francisco,0,50000,50000,2014,3.00,2.00
10765,12/31/2009 0:00,CA,94108-5023,San Francisco,0,50000,50000,2009,2.00,2.00
10803,12/31/2010 0:00,CA,94104-5412,San Francisco,0,50000,50000,2010,3.00,2.00
18807,6/30/2015 0:00,CA,94102-4119,San Francisco,0,50000,50000,2015,2.00,2.00
17058,12/31/2014 0:00,CA,94124-1314,San Francisco,0,50000,50000,2014,3.00,6.00
4238,6/30/2015 0:00,CA,94110-1619,San Francisco,0,50000,50000,2015,1.00,6.00
3086,6/30/2015 0:00,CA,94103-1508,San Francisco,48668,2486,51154,2015,4.00,5.00
2823,8/31/2015 0:00,CA,94102-1102,San Francisco,50538,842,51380,2015,4.00,5.00
2650,6/30/2015 0:00,CA,94103-2905,San Francisco,819,55366,56185,2015,4.00,5.00
2601,12/31/2014 0:00,CA,94104-3503,San Francisco,0,58000,58000,2014,3.00,2.00
2641,12/31/2015 0:00,CA,94103-2640,San Francisco,55585,3084,58669,2015,4.00,1.00
3676,6/30/2015 0:00,CA,94105-4014,San Francisco,8002,51854,59856,2015,4.00,4.00
16693,7/31/2015 0:00,CA,94102-4589,San Francisco,36093,26499,62592,2015,4.00,3.00
2666,6/30/2015 0:00,CA,94102-9572,San Francisco,56805,6718,63523,2015,4.00,5.00
1745,12/31/2014 0:00,CA,94129-1025,San Francisco,57000,8000,65000,2014,5.00,1.00
2683,12/31/2014 0:00,CA,94103-4906,San Francisco,700,65000,65700,2014,3.00,4.00
18692,12/31/2014 0:00,CA,94110-2008,San Francisco,65922,0,65922,2014,7.00,5.00
2558,9/30/2015 0:00,CA,94107-5972,San Francisco,0,69777,69777,2015,4.00,2.00
18412,9/30/2015 0:00,CA,94107-1535,San Francisco,0,73254,73254,2015,6.00,1.00
3661,12/31/2014 0:00,CA,94124-1409,San Francisco,36,75500,75536,2014,1.00,4.00
3063,8/31/2015 0:00,CA,94102-4455,San Francisco,69310,7215,76525,2015,4.00,5.00
18730,6/30/2015 0:00,CA,94102-1272,San Francisco,71415,6210,77625,2015,5.00,2.00
3540,8/31/2015 0:00,CA,94116-3550,San Francisco,300,85000,85300,2015,3.00,1.00
1746,12/31/2014 0:00,CA,94116-1912,San Francisco,7500,80000,87500,2014,2.00,5.00
2454,6/30/2009 0:00,CA,94114-1499,San Francisco,2717,90283,93000,2009,3.00,4.00
2387,6/30/2015 0:00,CA,94122-2307,San Francisco,78000,16000,94000,2015,4.00,5.00
4120,6/30/2014 0:00,CA,94103-3116,San Francisco,75000,22000,97000,2014,4.00,4.00
3087,6/30/2014 0:00,CA,94103-3113,San Francisco,85851,11748,97599,2014,6.00,4.00
3711,12/31/2013 0:00,CA,94104-5412,San Francisco,0,100000,100000,2013,3.00,4.00
3206,12/31/2012 0:00,CA,94104-5028,San Francisco,6,115433,115439,2012,2.00,2.00
2788,12/31/2015 0:00,CA,94146-0937,San Francisco,2000,114500,116500,2015,4.00,5.00
1828,6/30/2015 0:00,CA,94102-5108,San Francisco,118801,15793,134594,2015,6.00,5.00
2706,12/31/2014 0:00,CA,94103-3119,San Francisco,221,136129,136350,2014,4.00,2.00
3834,12/31/2015 0:00,CA,94108-1809,San Francisco,3500,165000,168500,2015,4.00,2.00
3465,12/31/2014 0:00,CA,94119-3307,San Francisco,0,178100,178100,2014,2.00,4.00
12730,6/30/2012 0:00,CA,94118-4504,San Francisco,154856,26340,181196,2012,4.00,4.00
2557,6/30/2015 0:00,CA,94108-5834,San Francisco,174683,15593,190276,2015,6.00,5.00
7470,12/31/2011 0:00,CA,94103-1702,San Francisco,0,203000,203000,2011,3.00,2.00
1642,7/31/2015 0:00,CA,94102-4509,San Francisco,179835,70232,250067,2015,7.00,5.00
3665,12/31/2014 0:00,CA,94115-0282,San Francisco,250,250000,250250,2014,2.00,5.00
1769,6/30/2015 0:00,CA,94102-4438,San Francisco,242166,17008,259174,2015,7.00,5.00
4127,6/30/2015 0:00,CA,94102-4734,San Francisco,126016,143869,269885,2015,7.00,4.00
4055,12/31/2014 0:00,CA,94103-2604,San Francisco,35000,250000,285000,2014,4.00,4.00
4016,9/30/2015 0:00,CA,94115-3217,San Francisco,0,300000,300000,2015,3.00,2.00
9749,12/31/2010 0:00,CA,94110-3715,San Francisco,100,350000,350100,2010,3.00,5.00
4079,6/30/2015 0:00,CA,94103-3159,San Francisco,372527,19661,392188,2015,7.00,4.00
15564,6/30/2015 0:00,CA,94110-4235,San Francisco,14000,400000,414000,2015,3.00,2.00
2917,8/31/2015 0:00,CA,94102-4585,San Francisco,426034,61314,487348,2015,7.00,5.00
3460,4/30/2015 0:00,CA,94133-3878,San Francisco,0,500000,500000,2015,2.00,2.00
13534,12/31/2014 0:00,CA,94123-1382,San Francisco,0,510000,510000,2014,5.00,4.00
2024,4/30/2014 0:00,CA,94107-2247,San Francisco,4632,580000,584632,2014,7.00,1.00
15115,12/31/2014 0:00,CA,94108-5727,San Francisco,292739,333770,626509,2014,4.00,4.00
3113,6/30/2015 0:00,CA,94108-2505,San Francisco,4560,700000,704560,2015,3.00,2.00
3246,6/30/2015 0:00,CA,94103-3138,San Francisco,105515,625913,731428,2015,6.00,2.00
3712,9/30/2014 0:00,CA,94103-1112,San Francisco,200,750000,750200,2014,4.00,4.00
2418,6/30/2015 0:00,CA,94111-1456,San Francisco,544603,307116,851719,2015,7.00,4.00
12878,12/31/2011 0:00,CA,94116-2647,San Francisco,0,1000000,1000000,2011,1.00,5.00
2665,6/30/2013 0:00,CA,94118-4502,San Francisco,361138,1185207,1546345,2013,7.00,4.00
3655,6/30/2015 0:00,CA,94114-2512,San Francisco,42400,2096905,2139305,2015,2.00,5.00
7315,12/31/2015 0:00,CA,95204-6221,San Joaquin,250,12500,12750,2015,1.00,3.00
3896,6/30/2012 0:00,CA,95207-5600,San Joaquin,23088,1538,24626,2012,4.00,5.00
10250,6/30/2015 0:00,CA,95109-2353,San Jose,1700,200,1900,2015,2.00,5.00
16724,6/30/2013 0:00,CA,93401-3407,San Luis Obispo,0,0,0,2013,4.00,5.00
15177,6/30/2012 0:00,CA,93401-4551,San Luis Obispo,390,0,390,2012,1.00,5.00
1663,6/30/2007 0:00,CA,93407-0384,San Luis Obispo,0,450,450,2007,2.00,6.00
16625,12/31/2014 0:00,CA,93401-3627,San Luis Obispo,0,600,600,2014,1.00,5.00
9759,6/30/2010 0:00,CA,93402-2402,San Luis Obispo,900,0,900,2010,1.00,5.00
2942,8/31/2008 0:00,CA,93447-2219,San Luis Obispo,750,200,950,2008,1.00,6.00
5772,8/31/2012 0:00,CA,93403-4306,San Luis Obispo,2086,150,2236,2012,1.00,5.00
9711,12/31/2009 0:00,CA,93442-2117,San Luis Obispo,0,2700,2700,2009,2.00,6.00
16627,12/31/2013 0:00,CA,93405-7606,San Luis Obispo,1184,1687,2871,2013,3.00,4.00
16734,6/30/2013 0:00,CA,93406-2942,San Luis Obispo,0,3653,3653,2013,2.00,4.00
3392,12/31/2013 0:00,CA,93405-6458,San Luis Obispo,3500,500,4000,2013,3.00,5.00
3608,9/30/2015 0:00,CA,93401-5203,San Luis Obispo,4528,0,4528,2015,3.00,5.00
19041,12/31/2014 0:00,CA,93447-4699,San Luis Obispo,2185,2488,4673,2014,3.00,2.00
19306,12/31/2015 0:00,CA,93428-1233,San Luis Obispo,0,12000,12000,2015,2.00,2.00
3080,6/30/2013 0:00,CA,93401-3331,San Luis Obispo,12040,10500,22540,2013,3.00,5.00
9397,6/30/2010 0:00,CA,93401-3331,San Luis Obispo,12365,10500,22865,2010,4.00,5.00
3499,6/30/2015 0:00,CA,93401-2806,San Luis Obispo,200,31500,31700,2015,2.00,6.00
3636,6/30/2009 0:00,CA,93407-0331,San Luis Obispo,31194,3224,34418,2009,4.00,5.00
2826,12/31/2011 0:00,CA,93447-3000,San Luis Obispo,0,43500,43500,2011,3.00,4.00
2940,5/31/2015 0:00,CA,93401-3505,San Luis Obispo,650,45000,45650,2015,3.00,4.00
1861,12/31/2014 0:00,CA,94080-5970,San Mateo,0,0,0,2014,3.00,5.00
17556,12/31/2015 0:00,CA,94070-4425,San Mateo,96,0,96,2015,1.00,3.00
2396,6/30/2014 0:00,CA,94063-1665,San Mateo,0,113,113,2014,2.00,6.00
17807,12/31/2014 0:00,CA,94010-4201,San Mateo,0,250,250,2014,1.00,2.00
16248,6/30/2015 0:00,CA,94402-2446,San Mateo,300,200,500,2015,2.00,5.00
19595,12/31/2015 0:00,CA,94061-1806,San Mateo,0,600,600,2015,1.00,2.00
19618,12/31/2015 0:00,CA,94404-5084,San Mateo,550,125,675,2015,2.00,5.00
15178,6/30/2013 0:00,CA,94401-1321,San Mateo,161,533,694,2013,2.00,3.00
3504,2/28/2015 0:00,CA,94062-4405,San Mateo,924,270,1194,2015,3.00,3.00
19290,6/30/2015 0:00,CA,94061-2457,San Mateo,1490,0,1490,2015,2.00,3.00
7346,12/31/2015 0:00,CA,94403-4305,San Mateo,600,1000,1600,2015,2.00,5.00
16339,6/30/2013 0:00,CA,94010-4201,San Mateo,1700,0,1700,2013,3.00,5.00
2523,6/30/2015 0:00,CA,94402-5465,San Mateo,2096,64,2160,2015,2.00,5.00
17439,8/31/2014 0:00,CA,94063-4406,San Mateo,1829,374,2203,2014,2.00,5.00
12796,12/31/2011 0:00,CA,94025-9999,San Mateo,0,2500,2500,2011,2.00,5.00
18119,12/31/2014 0:00,CA,94019-1784,San Mateo,0,3000,3000,2014,2.00,6.00
1658,6/30/2015 0:00,CA,94402-2648,San Mateo,3800,300,4100,2015,3.00,5.00
17295,6/30/2015 0:00,CA,94080-6715,San Mateo,4172,695,4867,2015,3.00,5.00
1798,9/30/2015 0:00,CA,94044-4265,San Mateo,161,4923,5084,2015,2.00,4.00
2869,12/31/2015 0:00,CA,94063-1612,San Mateo,4484,610,5094,2015,3.00,5.00
6216,12/31/2015 0:00,CA,94010-3207,San Mateo,0,5124,5124,2015,3.00,4.00
14684,12/31/2015 0:00,CA,94025-4373,San Mateo,4639,707,5346,2015,3.00,3.00
19266,12/31/2015 0:00,CA,94070-0512,San Mateo,7152,200,7352,2015,3.00,5.00
13996,12/31/2012 0:00,CA,94044-3513,San Mateo,7174,1600,8774,2012,3.00,3.00
4766,6/30/2015 0:00,CA,94010-5546,San Mateo,2588,7889,10477,2015,2.00,5.00
3546,8/31/2014 0:00,CA,94404-1214,San Mateo,12747,247,12994,2014,4.00,5.00
2586,9/30/2014 0:00,CA,94027-4401,San Mateo,6928,7403,14331,2014,4.00,3.00
1664,12/31/2014 0:00,CA,94063-1641,San Mateo,18750,0,18750,2014,4.00,5.00
17253,12/31/2014 0:00,CA,94066-1859,San Mateo,9000,21000,30000,2014,1.00,5.00
2473,6/30/2014 0:00,CA,94065-1458,San Mateo,66569,9287,75856,2014,5.00,5.00
9467,6/30/2015 0:00,CA,93103-3106,Santa Barbara,0,0,0,2015,3.00,5.00
8125,6/30/2010 0:00,CA,93101-7104,Santa Barbara,220,150,370,2010,2.00,2.00
19463,6/30/2015 0:00,CA,93101-3725,Santa Barbara,0,800,800,2015,3.00,2.00
2936,6/30/2015 0:00,CA,93101-2681,Santa Barbara,1123,496,1619,2015,3.00,5.00
3239,12/31/2015 0:00,CA,93190-1521,Santa Barbara,400,1430,1830,2015,2.00,5.00
2368,6/30/2007 0:00,CA,93103-2962,Santa Barbara,1221,1134,2355,2007,4.00,5.00
12220,6/30/2011 0:00,CA,93109-2312,Santa Barbara,2118,642,2760,2011,2.00,3.00
3266,8/31/2008 0:00,CA,93101-1409,Santa Barbara,2368,400,2768,2008,3.00,5.00
4131,6/30/2015 0:00,CA,93101-2681,Santa Barbara,808,2000,2808,2015,2.00,3.00
4303,6/30/2014 0:00,CA,93101-6030,Santa Barbara,100,2775,2875,2014,3.00,6.00
12137,6/30/2011 0:00,CA,93103-2635,Santa Barbara,0,4500,4500,2011,1.00,3.00
2475,6/30/2010 0:00,CA,93101-2681,Santa Barbara,5015,1261,6276,2010,4.00,6.00
1913,12/31/2014 0:00,CA,93105-4116,Santa Barbara,7259,400,7659,2014,4.00,5.00
3911,12/31/2009 0:00,CA,93101-1622,Santa Barbara,1300,14000,15300,2009,3.00,4.00
2828,6/30/2010 0:00,CA,93101-2680,Santa Barbara,12938,2851,15789,2010,4.00,5.00
3108,7/31/2014 0:00,CA,93101-3392,Santa Barbara,0,16128,16128,2014,4.00,4.00
11966,9/30/2010 0:00,CA,93464-0917,Santa Barbara,35000,50,35050,2010,2.00,5.00
2388,5/31/2010 0:00,CA,93101-2213,Santa Barbara,50346,5365,55711,2010,4.00,5.00
7750,6/30/2010 0:00,CA,93101-2680,Santa Barbara,61876,13608,75484,2010,5.00,5.00
2505,6/30/2013 0:00,CA,93101-2746,Santa Barbara,100000,0,100000,2013,5.00,4.00
10664,12/31/2010 0:00,CA,95151-1383,Santa Clara,0,0,0,2010,1.00,2.00
3853,6/30/2015 0:00,CA,95148-2703,Santa Clara,0,0,0,2015,1.00,3.00
3778,12/31/2012 0:00,CA,95054-4127,Santa Clara,0,0,0,2012,1.00,5.00
8541,6/30/2010 0:00,CA,95113-1308,Santa Clara,0,0,0,2010,4.00,6.00
3589,6/30/2015 0:00,CA,94303-2909,Santa Clara,0,0,0,2015,3.00,4.00
18009,12/31/2014 0:00,CA,95192-3613,Santa Clara,14,19,33,2014,1.00,5.00
7242,6/30/2015 0:00,CA,95170-0082,Santa Clara,56,0,56,2015,1.00,5.00
15139,6/30/2015 0:00,CA,95126-3403,Santa Clara,70,8,78,2015,2.00,3.00
16483,6/30/2015 0:00,CA,95156-6178,Santa Clara,13,70,83,2015,1.00,2.00
17606,6/30/2015 0:00,CA,95032-2703,Santa Clara,8,75,83,2015,1.00,3.00
12247,12/31/2011 0:00,CA,95035-4401,Santa Clara,100,0,100,2011,1.00,6.00
11979,12/31/2010 0:00,CA,95126-5012,Santa Clara,113,120,233,2010,2.00,1.00
5791,6/30/2010 0:00,CA,94303-4121,Santa Clara,210,40,250,2010,1.00,5.00
19195,12/31/2015 0:00,CA,95156-6178,Santa Clara,0,280,280,2015,1.00,2.00
16369,12/31/2015 0:00,CA,95148-3843,Santa Clara,200,100,300,2015,1.00,2.00
10248,10/30/2010 0:00,CA,95122-3100,Santa Clara,150,200,350,2010,1.00,5.00
2521,12/31/2012 0:00,CA,95125-2642,Santa Clara,0,400,400,2012,1.00,5.00
14648,12/31/2015 0:00,CA,95008-2619,Santa Clara,405,30,435,2015,1.00,5.00
10590,12/31/2012 0:00,CA,95110-2406,Santa Clara,466,0,466,2012,4.00,1.00
16323,6/30/2013 0:00,CA,95127-6226,Santa Clara,120,350,470,2013,2.00,5.00
3264,6/30/2015 0:00,CA,95124-2801,Santa Clara,450,23,473,2015,1.00,5.00
3831,6/30/2013 0:00,CA,95030-6009,Santa Clara,501,39,540,2013,1.00,5.00
10065,8/31/2013 0:00,CA,94306-3101,Santa Clara,500,40,540,2013,1.00,5.00
17786,6/30/2015 0:00,CA,95124-5733,Santa Clara,550,35,585,2015,1.00,5.00
4182,12/31/2008 0:00,CA,94040-3003,Santa Clara,400,200,600,2008,1.00,5.00
6518,6/30/2013 0:00,CA,94039-3805,Santa Clara,469,131,600,2013,2.00,5.00
1699,12/31/2014 0:00,CA,95112-3714,Santa Clara,250,400,650,2014,1.00,3.00
7299,8/31/2011 0:00,CA,95124-4646,Santa Clara,600,50,650,2011,1.00,5.00
6085,6/30/2015 0:00,CA,94022-2712,Santa Clara,0,650,650,2015,1.00,5.00
11703,4/30/2013 0:00,CA,95128-1605,Santa Clara,360,400,760,2013,2.00,5.00
3193,6/30/2015 0:00,CA,94303-3405,Santa Clara,739,38,777,2015,2.00,5.00
8074,12/31/2015 0:00,CA,95148-0000,Santa Clara,500,300,800,2015,1.00,3.00
7781,6/30/2015 0:00,CA,94023-0597,Santa Clara,806,20,826,2015,2.00,5.00
2223,6/30/2015 0:00,CA,95127-2717,Santa Clara,818,102,920,2015,2.00,5.00
7731,6/30/2010 0:00,CA,95128-4976,Santa Clara,150,1000,1150,2010,3.00,2.00
7965,12/31/2008 0:00,CA,95128-2338,Santa Clara,550,600,1150,2008,2.00,5.00
